"","Row","Winding_numbers","CohortID","AnimalID","Time","Stage","Test","Treatment.x","Code","Apparatus","Date","Duration","Distance","Mean.speed","NE...time","NE...distance","NE...average.speed","NW...time","NW...distance","NW...average.speed","SE...time","SE...distance","SE...average.speed","SW...time","SW...distance","SW...average.speed","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","Diet.x","Genotype","Sex","QA","PumpGroup","NameGroup","Source","CIVM_ID","Treatment.y","OldBadeaID","Geno","Sex_other","IDStripped","TestDate","Age_Substracted","DOB","Weight","Perfusion","Age_Months","Age_Imaging","Age_Years","Age_Label","Specimens.ID","DWI","GRE","T1","T2","Notes","AgeExVivoMRI","Diet.y","Age_Handling","Unnamed..28","age","Age_inMonths"
"1174","220606_11_Day2_T4_positions.csv",10.4893639938203,220606,"220606_11",4,"Day2",109,"E22_M_ctrl","E","MWM_150","6/14/2022",29.4,4.208,0.143,5,0.926,0.184,9.1,1.031,0.113,3.4,0.715,0.212,7.9,1.497,0.19,4.169,25.4,1.1,0.082,0.072,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1175","220606_11_Day3_T1_positions.csv",5.2472765177018,220606,"220606_11",1,"Day3",123,"E22_M_ctrl","E","MWM_150","6/15/2022",16.8,2.478,0.147,1.1,0.336,0.297,7.2,1.07,0.149,3.4,0.851,0.248,1.1,0.222,0.208,2.478,12.8,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1176","220606_11_Day3_T2_positions.csv",4.26967692771842,220606,"220606_11",2,"Day3",137,"E22_M_ctrl","E","MWM_150","6/15/2022",9.8,1.459,0.149,2.2,0.336,0.154,0,0,NA,2.6,0.791,0.304,1,0.291,0.291,1.418,5.7,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1177","220606_11_Day3_T3_positions.csv",4.52794827865662,220606,"220606_11",3,"Day3",151,"E22_M_ctrl","E","MWM_150","6/15/2022",11.1,1.646,0.148,0.3,0.076,0.287,2.1,0.445,0.215,2,0.4,0.196,2.7,0.643,0.238,1.565,7.1,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1178","220606_11_Day3_T4_positions.csv",3.98111053891643,220606,"220606_11",4,"Day3",165,"E22_M_ctrl","E","MWM_150","6/15/2022",8,0.939,0.118,0.5,0.132,0.282,0.5,0.097,0.194,1.6,0.44,0.275,1.4,0.231,0.168,0.9,3.9,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1179","220606_11_Day4_T1_positions.csv",8.6400951638821,220606,"220606_11",1,"Day4",179,"E22_M_ctrl","E","MWM_150","6/16/2022",29.9,4.876,0.163,6.3,1.297,0.206,4.3,0.957,0.223,5.8,1.336,0.229,7.2,1.152,0.161,4.876,25.8,3.7,0.303,0.081,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1180","220606_11_Day4_T2_positions.csv",3.61854484390434,220606,"220606_11",2,"Day4",193,"E22_M_ctrl","E","MWM_150","6/16/2022",10.2,1.257,0.123,2.1,0.616,0.289,1.1,0.161,0.14,0.3,0.058,0.218,2.6,0.422,0.162,1.257,6.1,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1181","220606_11_Day4_T3_positions.csv",3.40412448651921,220606,"220606_11",3,"Day4",207,"E22_M_ctrl","E","MWM_150","6/16/2022",8.9,1.195,0.135,2.1,0.524,0.249,0.8,0.272,0.326,0,0,NA,1.9,0.36,0.193,1.157,4.8,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1182","220606_11_Day4_T4_positions.csv",3.81185976704393,220606,"220606_11",4,"Day4",221,"E22_M_ctrl","E","MWM_150","6/16/2022",9.3,1.358,0.147,1.2,0.339,0.283,0,0,NA,2.5,0.736,0.295,1.5,0.245,0.159,1.321,5.2,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1183","220606_11_Day5_T1_positions.csv",4.93377905106816,220606,"220606_11",1,"Day5",235,"E22_M_ctrl","E","MWM_150","6/17/2022",11.2,1.326,0.118,0,0,NA,0,0,NA,1.3,0.357,0.282,5.9,0.93,0.157,1.287,7.2,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1184","220606_11_Day5_T2_positions.csv",5.01287545290445,220606,"220606_11",2,"Day5",249,"E22_M_ctrl","E","MWM_150","6/17/2022",12.3,1.688,0.137,0.9,0.24,0.266,2.6,0.391,0.15,2.7,0.652,0.245,2.1,0.363,0.173,1.646,8.3,1.1,0.207,0.183,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1185","220606_11_Day5_T3_positions.csv",1.24868468212147,220606,"220606_11",3,"Day5",263,"E22_M_ctrl","E","MWM_150","6/17/2022",6.4,0.466,0.073,0,0,NA,1.3,0.252,0.19,0,0,NA,1,0.176,0.182,0.428,2.3,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1186","220606_11_Day5_T4_positions.csv",4.03657071148024,220606,"220606_11",4,"Day5",277,"E22_M_ctrl","E","MWM_150","6/17/2022",8.7,0.988,0.114,2.5,0.531,0.212,0,0,NA,0.6,0.165,0.274,1.5,0.249,0.166,0.944,4.6,0,0,NA,"Control",NA,NA,"","XVlll","11","In House","220606-19","Control","220606-11","APOE22","male",220606,"6/6/22",11,"6/9/21","30","8/17/22",14.27,14,"1.188888889","","220606-19:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1187","220606_11_Probe_D5_T1_positions.csv",19.7922837286657,220606,"220606_11",1,"e_D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","220606_11_Probe_D8_T1_positions.csv",17.7026497733084,220606,"220606_11",1,"e_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","220606_12_Day1_T1_positions.csv",21.0547002995054,220606,"220606_12",1,"Day1",12,"E22_M_ctrl","E","MWM_150","6/13/2022",60,11.523,0.192,2,0.402,0.198,17.4,3.533,0.203,13.5,2.222,0.165,6.7,1.304,0.195,NA,NA,42.2,7.894,0.187,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1190","220606_12_Day1_T2_positions.csv",29.7032067267095,220606,"220606_12",2,"Day1",26,"E22_M_ctrl","E","MWM_150","6/13/2022",60,8.631,0.144,23.5,3.276,0.14,36.5,5.355,0.147,0,0,NA,0,0,NA,NA,NA,50.9,7.232,0.142,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1191","220606_12_Day1_T3_positions.csv",27.8408541456895,220606,"220606_12",3,"Day1",40,"E22_M_ctrl","E","MWM_150","6/13/2022",60,9.366,0.156,6.3,1.194,0.191,40.8,5.308,0.13,4,0.627,0.157,1.7,0.469,0.27,NA,NA,41.1,6.092,0.148,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1192","220606_12_Day1_T4_positions.csv",18.0152370129492,220606,"220606_12",4,"Day1",54,"E22_M_ctrl","E","MWM_150","6/13/2022",60,10.678,0.178,17,2.547,0.15,23.4,4.661,0.199,9,1.465,0.163,3.2,0.749,0.232,NA,NA,28.5,4.816,0.169,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1193","220606_12_Day2_T1_positions.csv",24.1509914584153,220606,"220606_12",1,"Day2",68,"E22_M_ctrl","E","MWM_150","6/14/2022",60,9.676,0.161,10.8,1.616,0.149,42,6.587,0.157,0.7,0.215,0.293,4,0.79,0.199,NA,NA,24,2.606,0.108,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1194","220606_12_Day2_T2_positions.csv",12.0989470546558,220606,"220606_12",2,"Day2",82,"E22_M_ctrl","E","MWM_150","6/14/2022",29,3.927,0.136,0,0,NA,0,0,NA,13.7,2.117,0.155,8.5,1.546,0.182,3.886,24.9,9.4,0.863,0.092,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1195","220606_12_Day2_T3_positions.csv",23.7929863484756,220606,"220606_12",3,"Day2",96,"E22_M_ctrl","E","MWM_150","6/14/2022",52.9,7.967,0.151,6.1,1.195,0.197,16.7,2.709,0.162,18,2.575,0.143,7.4,1.347,0.181,7.926,48.9,11.6,1.181,0.102,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1196","220606_12_Day2_T4_positions.csv",11.4018206541985,220606,"220606_12",4,"Day2",110,"E22_M_ctrl","E","MWM_150","6/14/2022",35.3,5.632,0.16,3.9,0.609,0.156,14.5,2.398,0.166,4.6,1.033,0.225,7.3,1.345,0.185,5.591,31.3,1.5,0.309,0.211,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1197","220606_12_Day3_T1_positions.csv",14.5715682629315,220606,"220606_12",1,"Day3",124,"E22_M_ctrl","E","MWM_150","6/15/2022",46.9,8.341,0.178,8.4,1.512,0.181,14,2.531,0.18,4.5,1.051,0.234,15.3,3.114,0.203,8.3,42.9,6.2,0.929,0.15,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1198","220606_12_Day3_T2_positions.csv",9.79800853305741,220606,"220606_12",2,"Day3",138,"E22_M_ctrl","E","MWM_150","6/15/2022",16.6,1.425,0.086,9.9,0.934,0.095,1.1,0.214,0.189,0,0,NA,1.5,0.236,0.161,1.384,12.5,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1199","220606_12_Day3_T3_positions.csv",12.4268971743625,220606,"220606_12",3,"Day3",152,"E22_M_ctrl","E","MWM_150","6/15/2022",31.7,4.701,0.148,0,0,NA,2.2,0.286,0.13,15.6,2.752,0.176,9.6,1.542,0.161,4.621,27.7,2.9,0.395,0.138,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1200","220606_12_Day3_T4_positions.csv",1.92620819117478,220606,"220606_12",4,"Day3",166,"E22_M_ctrl","E","MWM_150","6/15/2022",4.8,0.086,0.018,0,0,NA,0,0,NA,0,0,NA,0.7,0.048,0.067,0.048,0.7,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1201","220606_12_Day4_T1_positions.csv",6.67617535887992,220606,"220606_12",1,"Day4",180,"E22_M_ctrl","E","MWM_150","6/16/2022",11.6,0.969,0.084,0,0,NA,0,0,NA,6.4,0.712,0.112,1.2,0.183,0.157,0.895,7.5,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1202","220606_12_Day4_T2_positions.csv",3.90267316617765,220606,"220606_12",2,"Day4",194,"E22_M_ctrl","E","MWM_150","6/16/2022",9,0.866,0.096,0,0,NA,3.8,0.612,0.161,0,0,NA,1.2,0.178,0.149,0.791,5,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1203","220606_12_Day4_T3_positions.csv",3.79643419726044,220606,"220606_12",3,"Day4",208,"E22_M_ctrl","E","MWM_150","6/16/2022",8.4,0.826,0.099,1.1,0.228,0.2,0,0,NA,1.1,0.228,0.214,2.1,0.332,0.155,0.788,4.3,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1204","220606_12_Day4_T4_positions.csv",6.8166955682974,220606,"220606_12",4,"Day4",222,"E22_M_ctrl","E","MWM_150","6/16/2022",12.1,0.853,0.07,0,0,NA,0,0,NA,0,0,NA,8.1,0.772,0.095,0.772,8.1,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1205","220606_12_Day5_T1_positions.csv",1.55061433457451,220606,"220606_12",1,"Day5",236,"E22_M_ctrl","E","MWM_150","6/17/2022",4.9,0.17,0.035,0,0,NA,0,0,NA,0,0,NA,0.8,0.091,0.117,0.091,0.8,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1206","220606_12_Day5_T2_positions.csv",5.84585425409024,220606,"220606_12",2,"Day5",250,"E22_M_ctrl","E","MWM_150","6/17/2022",10.4,0.985,0.095,0,0,NA,0,0,NA,3.4,0.582,0.173,3,0.403,0.136,0.985,6.3,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1207","220606_12_Day5_T3_positions.csv",3.64397642255975,220606,"220606_12",3,"Day5",264,"E22_M_ctrl","E","MWM_150","6/17/2022",6.7,0.542,0.081,0,0,NA,1.5,0.297,0.203,0,0,NA,1.2,0.203,0.169,0.501,2.7,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1208","220606_12_Day5_T4_positions.csv",1.44159200414308,220606,"220606_12",4,"Day5",278,"E22_M_ctrl","E","MWM_150","6/17/2022",7.4,0.67,0.091,1.4,0.367,0.254,0.2,0.055,0.236,0,0,NA,1.7,0.248,0.149,0.67,3.3,0,0,NA,"Control",NA,NA,"","XVlll","12","In House","220606-20","Control","220606-12","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-20:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1209","220606_12_Probe_D5_T1_positions.csv",19.4279411319369,220606,"220606_12",1,"e_D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","220606_12_Probe_D8_T1_positions.csv",20.0670134456762,220606,"220606_12",1,"e_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","220606_13_Day1_T1_positions.csv",3.27258362100436,220606,"220606_13",1,"Day1",13,"E22_M_ctrl","E","MWM_150","6/13/2022",5.7,0.19,0.033,0,0,NA,0,0,NA,0,0,NA,1.7,0.078,0.047,0.078,1.7,0,0,NA,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1212","220606_13_Day1_T2_positions.csv",24.2317254832156,220606,"220606_13",2,"Day1",27,"E22_M_ctrl","E","MWM_150","6/13/2022",60,11.099,0.185,16,3.305,0.207,5,0.804,0.161,14.4,2.705,0.187,5.7,1.022,0.179,NA,NA,41.1,7.415,0.18,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1213","220606_13_Day1_T3_positions.csv",25.9966969585273,220606,"220606_13",3,"Day1",41,"E22_M_ctrl","E","MWM_150","6/13/2022",60,9.249,0.154,3.8,0.532,0.141,42.4,6.019,0.142,1.6,0.346,0.222,0.3,0.106,0.32,NA,NA,55.4,8.762,0.158,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1214","220606_13_Day1_T4_positions.csv",13.9042853373793,220606,"220606_13",4,"Day1",55,"E22_M_ctrl","E","MWM_150","6/13/2022",37.9,6.733,0.178,14,3.142,0.224,4.3,1.095,0.257,12.5,1.844,0.148,2.4,0.413,0.17,6.606,33.8,17.5,3.56,0.204,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1215","220606_13_Day2_T1_positions.csv",25.876704937569,220606,"220606_13",1,"Day2",69,"E22_M_ctrl","E","MWM_150","6/14/2022",60,10.192,0.17,45.7,7.349,0.161,11.8,2.333,0.197,0.7,0.15,0.225,1.8,0.36,0.2,NA,NA,29,4.079,0.14,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1216","220606_13_Day2_T2_positions.csv",9.135307815046,220606,"220606_13",2,"Day2",83,"E22_M_ctrl","E","MWM_150","6/14/2022",23.5,4.504,0.192,3.9,1.002,0.255,8,1.503,0.188,4.6,1.162,0.254,3,0.748,0.249,4.414,19.5,0.6,0.102,0.181,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1217","220606_13_Day2_T3_positions.csv",15.6270927047708,220606,"220606_13",3,"Day2",97,"E22_M_ctrl","E","MWM_150","6/14/2022",50.8,10.756,0.212,8.2,2.149,0.262,5,1.379,0.274,17.9,3.997,0.224,11.3,2.447,0.216,10.664,46.8,9.5,1.876,0.198,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1218","220606_13_Day2_T4_positions.csv",5.89684377745965,220606,"220606_13",4,"Day2",111,"E22_M_ctrl","E","MWM_150","6/14/2022",10.1,1.088,0.108,0,0,NA,4,0.678,0.169,0,0,NA,2.1,0.312,0.151,0.99,6.1,0,0,NA,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1219","220606_13_Day3_T1_positions.csv",20.9984061518882,220606,"220606_13",1,"Day3",125,"E22_M_ctrl","E","MWM_150","6/15/2022",59.9,11.662,0.195,9.8,2.521,0.258,15.1,2.773,0.184,20.3,4.152,0.205,7.7,1.586,0.206,11.625,55.8,17.6,3.524,0.201,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1220","220606_13_Day3_T2_positions.csv",18.5985273195082,220606,"220606_13",2,"Day3",139,"E22_M_ctrl","E","MWM_150","6/15/2022",60,11.155,0.186,18.2,3.425,0.188,6.1,0.989,0.162,18.1,3.593,0.198,12.5,2.166,0.173,NA,NA,16.2,2.844,0.176,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1221","220606_13_Day3_T3_positions.csv",10.1148018123788,220606,"220606_13",3,"Day3",153,"E22_M_ctrl","E","MWM_150","6/15/2022",19,1.822,0.096,0,0,NA,0,0,NA,6.4,0.66,0.102,7.7,1.033,0.134,1.783,15,0.8,0.09,0.113,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1222","220606_13_Day3_T4_positions.csv",4.27506269902482,220606,"220606_13",4,"Day3",167,"E22_M_ctrl","E","MWM_150","6/15/2022",10.3,1.103,0.107,0.4,0.095,0.238,1.3,0.264,0.203,1.4,0.274,0.191,3.1,0.385,0.123,1.019,6.3,0,0,NA,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1223","220606_13_Day4_T1_positions.csv",7.17475120024114,220606,"220606_13",1,"Day4",181,"E22_M_ctrl","E","MWM_150","6/16/2022",12.8,1.433,0.112,0,0,NA,0,0,NA,4.5,0.757,0.169,4.3,0.594,0.139,1.351,8.7,0,0,NA,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1224","220606_13_Day4_T2_positions.csv",11.9948785211647,220606,"220606_13",2,"Day4",195,"E22_M_ctrl","E","MWM_150","6/16/2022",22.9,2.375,0.104,7.5,1.095,0.146,8.6,0.966,0.112,0,0,NA,2.8,0.265,0.094,2.327,18.9,0,0,NA,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
"1225","220606_13_Day4_T3_positions.csv",7.41597731289438,220606,"220606_13",3,"Day4",209,"E22_M_ctrl","E","MWM_150","6/16/2022",16.1,1.826,0.114,4.2,0.699,0.166,1.4,0.141,0.101,3.9,0.573,0.147,2.5,0.339,0.136,1.752,12,0,0,NA,"Control",NA,NA,"","XVlll","13","In House","220606-21","Control","220606-13","APOE22","male",220606,"6/6/22",11,"6/9/21","31","8/17/22",14.27,14,"1.188888889","","220606-21:1","","","","","","","Control",12.06666667,"",12,"12 months"
