,Row,Winding_numbers,CohortID,AnimalID,Time,Stage,Test,Treatment.x,Code,Apparatus,Date,Duration,Distance,Mean.speed,NE...time,NE...distance,NE...average.speed,NW...time,NW...distance,NW...average.speed,SE...time,SE...distance,SE...average.speed,SW...time,SW...distance,SW...average.speed,Island...distance.to.first.entry,Island...latency.to.first.entry,Thigmitaxis...time,Thigmitaxis...distance,Thigmitaxis...average.speed,Diet.x,Genotype,Sex,QA,PumpGroup,NameGroup,Source,CIVM_ID,Treatment.y,OldBadeaID,Geno,Sex_other,IDStripped,TestDate,Age_Substracted,DOB,Weight,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Label,Specimens.ID,DWI,GRE,T1,T2,Notes,AgeExVivoMRI,Diet.y,Age_Handling,Unnamed..28,age,Age_inMonths,NormDist
1924,210503-20_Day3_T2_positions.csv,6.106771315,210503,210503_20,2,Day3,218,E22_M,A,MWM_150,5/12/21,22.9,4.172,0.182,6.5,1.013,0.155,5.6,1.421,0.255,2.2,0.583,0.269,8.6,1.155,0.134,4.139,18.8,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.587045765
1925,210503-20_Day3_T3_positions.csv,4.558702654,210503,210503_20,3,Day3,240,E22_M,A,MWM_150,5/12/21,8.8,0.693,0.079,0,0,NA,0,0,NA,3.1,0.3,0.095,5.7,0.392,0.069,0.615,4.7,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.124669378
1926,210503-20_Day3_T4_positions.csv,2.62124297,210503,210503_20,4,Day3,262,E22_M,A,MWM_150,5/12/21,10.9,1.122,0.103,0,0,NA,0,0,NA,2.4,0.381,0.161,8.5,0.74,0.087,1.088,6.8,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.309838365
1927,210503-20_Day4_T1_positions.csv,8.128070025,210503,210503_20,1,Day4,284,E22_M,A,MWM_150,5/13/21,24.3,4.161,0.171,2.9,0.481,0.167,5.6,1.243,0.223,4.4,0.921,0.209,11.5,1.517,0.132,4.124,20.2,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.455846634
1928,210503-20_Day4_T2_positions.csv,6.926712394,210503,210503_20,2,Day4,306,E22_M,A,MWM_150,5/13/21,12.1,1.485,0.123,0.4,0.081,0.187,2.4,0.3,0.126,0.9,0.186,0.207,8.3,0.918,0.11,1.374,8,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.187341224
1929,210503-20_Day4_T3_positions.csv,4.711280472,210503,210503_20,3,Day4,328,E22_M,A,MWM_150,5/13/21,12.2,1.49,0.122,0.7,0.084,0.117,1.2,0.223,0.181,0.9,0.18,0.193,9.3,1.003,0.108,1.421,8.1,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.260887205
1930,210503-20_Day4_T4_positions.csv,2.196979189,210503,210503_20,4,Day4,350,E22_M,A,MWM_150,5/13/21,4.7,0.036,0.008,0,0,NA,0,0,NA,0,0,NA,4.7,0.036,0.008,0.036,0.6,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.01126063
1931,210503-20_Day5_T1_positions.csv,3.544262791,210503,210503_20,1,Day5,372,E22_M,A,MWM_150,5/14/21,5.5,0.27,0.049,0,0,NA,0,0,NA,0,0,NA,5.5,0.27,0.049,0.146,1.4,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.059415578
1932,210503-20_Day5_T2_positions.csv,5.420403455,210503,210503_20,2,Day5,394,E22_M,A,MWM_150,5/14/21,9.4,0.993,0.105,0,0,NA,0,0,NA,3.9,0.644,0.163,5.5,0.349,0.064,0.902,5.4,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.154663178
1933,210503-20_Day5_T3_positions.csv,3.533625603,210503,210503_20,3,Day5,416,E22_M,A,MWM_150,5/14/21,6,0.382,0.064,0,0,NA,0,0,NA,0,0,NA,6,0.382,0.064,0.303,1.9,0,0,NA,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.084259274
1934,210503-20_Day5_T4_positions.csv,4.109616046,210503,210503_20,4,Day5,438,E22_M,A,MWM_150,5/14/21,9.7,1.471,0.151,0,0,NA,0,0,NA,0.4,0,0,8.1,1.341,0.166,0.978,5.6,1.2,0.129,0.104,Control,APOE22,Male,,XI,3,In House,211001-3,Control,210503_20,APOE22,male,210503,5/3/21,11,5/11/20,36.2,9/30/17,16.63,17,1.39,TRUE,211001-3:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.287888559
1935,210503-20_Probe_D5_T1_positions.csv,18.45005204,210503,210503_20,1,e_D5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,210503-20_Probe_D8_T1_positions.csv,19.19549498,210503,210503_20,1,e_D8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,210503-21_Day1_T1_positions.csv,22.52053746,210503,210503_21,1,Day1,21,E22_F,D,MWM_150,5/10/21,60,12.381,0.206,15.4,3.668,0.238,6.2,1.39,0.222,6.3,1.524,0.241,6.8,1.319,0.193,NA,NA,25.2,4.48,0.178,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.526391033
1938,210503-21_Day1_T2_positions.csv,17.51101,210503,210503_21,2,Day1,43,E22_F,D,MWM_150,5/10/21,60,12.35,0.206,3,0.509,0.167,9.9,1.906,0.193,2.9,0.712,0.243,3.5,0.923,0.264,NA,NA,41.3,8.414,0.204,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.667170511
1939,210503-21_Day1_T3_positions.csv,21.11939563,210503,210503_21,3,Day1,65,E22_F,D,MWM_150,5/10/21,60,10.602,0.177,8.6,1.867,0.216,19.6,3.577,0.183,0,0,NA,4.2,0.726,0.172,NA,NA,27.5,4.432,0.161,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.479307852
1940,210503-21_Day1_T4_positions.csv,7.862520202,210503,210503_21,4,Day1,87,E22_F,D,MWM_150,5/10/21,20.9,3.074,0.147,0,0,NA,0,0,NA,10.1,1.962,0.194,9.5,0.961,0.101,3.036,16.9,1.3,0.151,0.116,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.346853934
1941,210503-21_Day2_T1_positions.csv,17.8848634,210503,210503_21,1,Day2,109,E22_F,D,MWM_150,5/11/21,60,12.052,0.201,9.8,2.053,0.209,18.1,3.305,0.183,15.8,3.344,0.212,7.7,1.919,0.249,NA,NA,8.6,1.43,0.166,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.638183065
1942,210503-21_Day2_T2_positions.csv,9.886092206,210503,210503_21,2,Day2,131,E22_F,D,MWM_150,5/11/21,23.6,3.827,0.162,3.1,0.636,0.205,4.5,0.844,0.188,7.3,1.336,0.183,8.7,1.011,0.116,3.717,19.6,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.351549475
1943,210503-21_Day2_T3_positions.csv,12.22885643,210503,210503_21,3,Day2,153,E22_F,D,MWM_150,5/11/21,32.4,5.953,0.184,2.3,0.708,0.312,3.3,0.764,0.234,11.5,2.297,0.2,11.7,1.55,0.133,5.919,28.3,3.7,0.635,0.172,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.450001104
1944,210503-21_Day2_T4_positions.csv,6.507613312,210503,210503_21,4,Day2,175,E22_F,D,MWM_150,5/11/21,11.2,1.446,0.129,0,0,NA,5,0.792,0.158,0,0,NA,6.2,0.654,0.105,1.258,7.1,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.192604486
1945,210503-21_Day3_T1_positions.csv,5.508814718,210503,210503_21,1,Day3,197,E22_F,D,MWM_150,5/12/21,13.8,1.778,0.129,0.1,0,0,3.4,0.595,0.176,0.8,0.201,0.241,9.4,0.983,0.104,1.67,9.8,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.273168016
1946,210503-21_Day3_T2_positions.csv,7.565832408,210503,210503_21,2,Day3,219,E22_F,D,MWM_150,5/12/21,16.6,2.175,0.131,7.8,1.167,0.149,0,0,NA,3.5,0.591,0.169,5.3,0.417,0.079,2.065,12.6,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.253915778
1947,210503-21_Day3_T3_positions.csv,3.919138984,210503,210503_21,3,Day3,241,E22_F,D,MWM_150,5/12/21,11,1.801,0.163,0,0,NA,0,0,NA,2.3,0.305,0.135,8.8,1.496,0.171,1.162,7,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.366120983
1948,210503-21_Day3_T4_positions.csv,3.466697753,210503,210503_21,4,Day3,263,E22_F,D,MWM_150,5/12/21,6.6,0.977,0.149,0,0,NA,0,0,NA,0,0,NA,5.8,0.915,0.158,0.377,2.5,0.8,0.062,0.08,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.218729821
1949,210503-21_Day4_T1_positions.csv,7.098942808,210503,210503_21,1,Day4,285,E22_F,D,MWM_150,5/13/21,17.4,2.188,0.126,0,0,NA,0.8,0.135,0.169,2,0.445,0.219,14.5,1.607,0.111,2.082,13.3,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.270158717
1950,210503-21_Day4_T2_positions.csv,7.348715109,210503,210503_21,2,Day4,307,E22_F,D,MWM_150,5/13/21,20.5,2.213,0.108,0,0,NA,11.3,1.652,0.146,0,0,NA,4.9,0.258,0.052,2.144,16.4,4.2,0.304,0.072,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.265070729
1951,210503-21_Day4_T3_positions.csv,4.871025716,210503,210503_21,3,Day4,329,E22_F,D,MWM_150,5/13/21,9.8,1.746,0.178,2.8,0.587,0.207,0,0,NA,1,0.299,0.299,4.8,0.86,0.178,1.14,5.7,1.1,0,0,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.297392668
1952,210503-21_Day4_T4_positions.csv,3.894206623,210503,210503_21,4,Day4,351,E22_F,D,MWM_150,5/13/21,9.1,1.139,0.126,0,0,NA,0.6,0,0,0,0,NA,7.3,1.036,0.142,0.59,5,1.2,0.104,0.088,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.232724134
1953,210503-21_Day5_T1_positions.csv,3.503034742,210503,210503_21,1,Day5,373,E22_F,D,MWM_150,5/14/21,6.8,0.855,0.125,0,0,NA,0,0,NA,0,0,NA,6.8,0.855,0.125,0.461,2.8,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.189871953
1954,210503-21_Day5_T2_positions.csv,2.089331924,210503,210503_21,2,Day5,395,E22_F,D,MWM_150,5/14/21,8.9,0.818,0.092,0,0,NA,0,0,NA,1.6,0.246,0.153,7.3,0.572,0.078,0.78,4.9,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.264782167
1955,210503-21_Day5_T3_positions.csv,6.865540053,210503,210503_21,3,Day5,417,E22_F,D,MWM_150,5/14/21,14.9,1.705,0.114,0,0,NA,4.9,0.501,0.102,0,0,NA,8.9,1.088,0.122,1.152,10.8,1.1,0.116,0.106,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.216768332
1956,210503-21_Day5_T4_positions.csv,6.846863609,210503,210503_21,4,Day5,439,E22_F,D,MWM_150,5/14/21,16.6,1.708,0.103,2.5,0.386,0.157,5.6,0.709,0.126,0,0,NA,8.5,0.614,0.072,1.649,12.6,0,0,NA,Control,APOE22,Female,,XI,4,In House,211001-4,Control,210503_21,APOE22,female,210503,5/3/21,11,5/11/20,28.8,9/30/17,16.63,17,1.39,TRUE,211001-4:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.217666584
1957,210503-21_Probe_D5_T1_positions.csv,19.84345244,210503,210503_21,1,e_D5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,210503-21_Probe_D8_T1_positions.csv,17.94722501,210503,210503_21,1,e_D8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,210503-22_Day1_T1_positions.csv,0.375,210503,210503_22,1,Day1,22,E22_F,D,MWM_150,5/10/21,4.4,0,0,0,0,NA,0,0,NA,0,0,NA,4.4,0,0,0,0,0,0,NA,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0
1960,210503-22_Day1_T2_positions.csv,9.285173038,210503,210503_22,2,Day1,44,E22_F,D,MWM_150,5/10/21,25.7,5.094,0.198,0,0,NA,9.2,2.032,0.22,0,0,NA,5.9,1.235,0.211,4.404,21.7,10.6,1.826,0.172,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.495276062
1961,210503-22_Day1_T3_positions.csv,27.55515214,210503,210503_22,3,Day1,66,E22_F,D,MWM_150,5/10/21,60,9.482,0.158,13.6,2.263,0.166,18.6,3.594,0.193,0,0,NA,0,0,NA,NA,NA,27.8,3.625,0.13,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.332059166
1962,210503-22_Day1_T4_positions.csv,19.55616504,210503,210503_22,4,Day1,88,E22_F,D,MWM_150,5/10/21,60,10.712,0.179,24.4,4.829,0.198,10.2,1.975,0.193,5.3,0.997,0.186,0,0,NA,NA,NA,20,2.911,0.145,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.521108873
1963,210503-22_Day2_T1_positions.csv,15.36655792,210503,210503_22,1,Day2,110,E22_F,D,MWM_150,5/11/21,60,11.534,0.192,15.1,3.018,0.2,16.7,3.484,0.208,3.4,0.657,0.195,4.4,0.828,0.187,NA,NA,20.6,3.581,0.174,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.704729733
1964,210503-22_Day2_T2_positions.csv,16.56520722,210503,210503_22,2,Day2,132,E22_F,D,MWM_150,5/11/21,60,10.601,0.177,5,1.188,0.238,11.6,1.746,0.15,3.3,0.72,0.216,11.1,1.516,0.136,NA,NA,29.6,5.54,0.187,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.603522627
1965,210503-22_Day2_T3_positions.csv,19.54275546,210503,210503_22,3,Day2,154,E22_F,D,MWM_150,5/11/21,60,10.929,0.182,1.4,0.365,0.255,7.5,1.685,0.224,8.8,1.066,0.122,8.1,1.775,0.218,NA,NA,35.5,6.261,0.176,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.532012369
1966,210503-22_Day2_T4_positions.csv,16.21195514,210503,210503_22,4,Day2,176,E22_F,D,MWM_150,5/11/21,60,10.912,0.182,13.3,1.751,0.132,5.3,0.977,0.184,4.6,0.928,0.2,2.6,0.534,0.206,NA,NA,35.7,6.997,0.196,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.633977948
1967,210503-22_Day3_T1_positions.csv,16.84307138,210503,210503_22,1,Day3,198,E22_F,D,MWM_150,5/12/21,60,9.934,0.166,3.4,0.646,0.188,17.8,1.788,0.101,3,0.644,0.212,3.7,0.746,0.2,NA,NA,32.8,6.276,0.191,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.556742715
1968,210503-22_Day3_T2_positions.csv,17.79789649,210503,210503_22,2,Day3,220,E22_F,D,MWM_150,5/12/21,60,9.683,0.161,11.3,0.542,0.048,9.3,1.833,0.196,3.2,0.64,0.198,2.2,0.481,0.219,NA,NA,35.4,6.534,0.184,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.515110827
1969,210503-22_Day3_T3_positions.csv,25.4228581,210503,210503_22,3,Day3,242,E22_F,D,MWM_150,5/12/21,60,6.81,0.114,0.8,0.13,0.167,25.2,1.528,0.061,5.6,1.173,0.21,12.6,1.642,0.131,NA,NA,16.2,2.375,0.146,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.257731392
1970,210503-22_Day3_T4_positions.csv,2.972242488,210503,210503_22,4,Day3,264,E22_F,D,MWM_150,5/12/21,5.6,0.149,0.026,0,0,NA,0,0,NA,0,0,NA,5.6,0.149,0.026,0.077,1.5,0,0,NA,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.037510298
1971,210503-22_Day4_T1_positions.csv,11.4765637,210503,210503_22,1,Day4,286,E22_F,D,MWM_150,5/13/21,23.9,4.591,0.192,0,0,NA,2.3,0.546,0.241,11.3,1.713,0.151,6.7,0.715,0.107,4.521,19.8,3.6,1.617,0.445,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.367969908
1972,210503-22_Day4_T2_positions.csv,9.587778953,210503,210503_22,2,Day4,308,E22_F,D,MWM_150,5/13/21,24.9,3.524,0.142,5,0.859,0.171,5.3,0.126,0.024,3.1,0.769,0.251,5.8,0.501,0.087,3.388,20.8,5.7,1.27,0.221,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.332836567
1973,210503-22_Day4_T3_positions.csv,11.94169244,210503,210503_22,3,Day4,330,E22_F,D,MWM_150,5/13/21,30.4,4.928,0.162,3.5,0.306,0.089,0,0,NA,17.2,3.638,0.212,8,0.756,0.094,4.928,26.4,1.8,0.228,0.127,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.380784818
1974,210503-22_Day4_T4_positions.csv,19.33068256,210503,210503_22,4,Day4,352,E22_F,D,MWM_150,5/13/21,53.6,6.921,0.129,4.4,0.758,0.174,1.5,0.309,0.206,15.4,2.707,0.175,26,2.369,0.091,6.85,49.5,6.3,0.778,0.124,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.340421428
1975,210503-22_Day5_T1_positions.csv,5.031276544,210503,210503_22,1,Day5,374,E22_F,D,MWM_150,5/14/21,5.3,0.84,0.16,0,0,NA,0,0,NA,0,0,NA,4.9,0.84,0.17,NA,1.2,0.3,0,0,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.139273998
1976,210503-22_Day5_T2_positions.csv,7.216707117,210503,210503_22,2,Day5,396,E22_F,D,MWM_150,5/14/21,20.5,2.329,0.114,2.1,0.465,0.221,1.4,0.351,0.245,11.2,1.195,0.107,5.1,0.284,0.056,2.293,16.4,0.7,0.035,0.053,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.28344688
1977,210503-22_Day5_T3_positions.csv,8.563497508,210503,210503_22,3,Day5,418,E22_F,D,MWM_150,5/14/21,22.1,3.019,0.137,7.1,1.146,0.161,5,0.281,0.056,3.9,0.819,0.208,6.1,0.773,0.127,2.677,18,0,0,NA,Control,APOE22,Female,,XI,5,In House,211001-5,Control,210503_22,APOE22,female,210503,5/3/21,11,5/11/20,25.8,9/30/17,16.63,17,1.39,TRUE,211001-5:1,,,,,,16.63,Control,11.86666667,,60,12 months,0.315679488
